#    L    TT             EE             TE             PP             TP          
   323    0.32049E+04    0.13007E+02    0.11483E+03    0.13475E+07    0.85062E+03
   324    0.31728E+04    0.13189E+02    0.11431E+03    0.13422E+07    0.84339E+03
   325    0.31409E+04    0.13371E+02    0.11375E+03    0.13370E+07    0.83375E+03
   326    0.31092E+04    0.13552E+02    0.11316E+03    0.13318E+07    0.82499E+03
   327    0.30777E+04    0.13732E+02    0.11253E+03    0.13267E+07    0.81882E+03
   328    0.30463E+04    0.13912E+02    0.11186E+03    0.13215E+07    0.81224E+03
   329    0.30151E+04    0.14091E+02    0.11116E+03    0.13164E+07    0.80325E+03
   330    0.29841E+04    0.14270E+02    0.11042E+03    0.13113E+07    0.79453E+03
   331    0.29534E+04    0.14448E+02    0.10965E+03    0.13063E+07    0.78841E+03
   332    0.29228E+04    0.14624E+02    0.10884E+03    0.13013E+07    0.78246E+03
   333    0.28925E+04    0.14800E+02    0.10800E+03    0.12962E+07    0.77394E+03
   334    0.28624E+04    0.14975E+02    0.10712E+03    0.12913E+07    0.76496E+03
   335    0.28326E+04    0.15148E+02    0.10622E+03    0.12864E+07    0.75854E+03
   336    0.28030E+04    0.15321E+02    0.10527E+03    0.12814E+07    0.75303E+03
   337    0.27736E+04    0.15492E+02    0.10429E+03    0.12765E+07    0.74503E+03
   338    0.27446E+04    0.15662E+02    0.10329E+03    0.12717E+07    0.73587E+03
   339    0.27158E+04    0.15831E+02    0.10224E+03    0.12668E+07    0.72907E+03
   340    0.26873E+04    0.15998E+02    0.10117E+03    0.12620E+07    0.72413E+03
   341    0.26591E+04    0.16164E+02    0.10007E+03    0.12573E+07    0.71736E+03
   342    0.26311E+04    0.16327E+02    0.98929E+02    0.12525E+07    0.70847E+03
   343    0.26035E+04    0.16490E+02    0.97762E+02    0.12477E+07    0.70135E+03
   344    0.25762E+04    0.16650E+02    0.96565E+02    0.12430E+07    0.69671E+03
   345    0.25492E+04    0.16809E+02    0.95339E+02    0.12384E+07    0.69093E+03
   346    0.25225E+04    0.16966E+02    0.94084E+02    0.12338E+07    0.68259E+03
   347    0.24961E+04    0.17121E+02    0.92796E+02    0.12290E+07    0.67474E+03
   348    0.24701E+04    0.17274E+02    0.91483E+02    0.12244E+07    0.66963E+03
   349    0.24444E+04    0.17425E+02    0.90142E+02    0.12199E+07    0.66426E+03
   350    0.24191E+04    0.17574E+02    0.88774E+02    0.12153E+07    0.65633E+03
   351    0.23941E+04    0.17721E+02    0.87376E+02    0.12107E+07    0.64823E+03
   352    0.23694E+04    0.17865E+02    0.85955E+02    0.12062E+07    0.64274E+03
   353    0.23451E+04    0.18007E+02    0.84508E+02    0.12018E+07    0.63796E+03
   354    0.23212E+04    0.18147E+02    0.83036E+02    0.11973E+07    0.63090E+03
   355    0.22977E+04    0.18285E+02    0.81540E+02    0.11929E+07    0.62319E+03
   356    0.22745E+04    0.18419E+02    0.80017E+02    0.11884E+07    0.61778E+03
   357    0.22517E+04    0.18551E+02    0.78474E+02    0.11840E+07    0.61362E+03
   358    0.22293E+04    0.18681E+02    0.76908E+02    0.11796E+07    0.60742E+03
   359    0.22073E+04    0.18808E+02    0.75320E+02    0.11753E+07    0.59969E+03
   360    0.21856E+04    0.18933E+02    0.73711E+02    0.11710E+07    0.59392E+03
   361    0.21644E+04    0.19054E+02    0.72077E+02    0.11666E+07    0.58984E+03
   362    0.21435E+04    0.19172E+02    0.70427E+02    0.11623E+07    0.58410E+03
   363    0.21231E+04    0.19288E+02    0.68758E+02    0.11581E+07    0.57616E+03
   364    0.21031E+04    0.19401E+02    0.67069E+02    0.11539E+07    0.56950E+03
   365    0.20834E+04    0.19511E+02    0.65360E+02    0.11496E+07    0.56538E+03
   366    0.20642E+04    0.19617E+02    0.63637E+02    0.11454E+07    0.56055E+03
   367    0.20454E+04    0.19721E+02    0.61896E+02    0.11412E+07    0.55322E+03
   368    0.20271E+04    0.19822E+02    0.60140E+02    0.11371E+07    0.54632E+03
   369    0.20091E+04    0.19919E+02    0.58369E+02    0.11329E+07    0.54228E+03
   370    0.19915E+04    0.20013E+02    0.56580E+02    0.11288E+07    0.53860E+03
   371    0.19744E+04    0.20103E+02    0.54781E+02    0.11247E+07    0.53243E+03
   372    0.19577E+04    0.20191E+02    0.52967E+02    0.11206E+07    0.52562E+03
   373    0.19415E+04    0.20275E+02    0.51143E+02    0.11166E+07    0.52114E+03
   374    0.19256E+04    0.20355E+02    0.49304E+02    0.11125E+07    0.51771E+03
   375    0.19102E+04    0.20433E+02    0.47456E+02    0.11085E+07    0.51211E+03
   376    0.18952E+04    0.20506E+02    0.45599E+02    0.11045E+07    0.50508E+03
   377    0.18807E+04    0.20577E+02    0.43732E+02    0.11005E+07    0.49988E+03
   378    0.18666E+04    0.20643E+02    0.41857E+02    0.10966E+07    0.49625E+03
   379    0.18529E+04    0.20706E+02    0.39972E+02    0.10926E+07    0.49104E+03
   380    0.18397E+04    0.20765E+02    0.38082E+02    0.10887E+07    0.48405E+03
   381    0.18269E+04    0.20821E+02    0.36186E+02    0.10848E+07    0.47859E+03
   382    0.18145E+04    0.20873E+02    0.34284E+02    0.10809E+07    0.47534E+03
   383    0.18026E+04    0.20922E+02    0.32378E+02    0.10771E+07    0.47119E+03
   384    0.17910E+04    0.20966E+02    0.30466E+02    0.10732E+07    0.46480E+03
   385    0.17800E+04    0.21007E+02    0.28552E+02    0.10693E+07    0.45916E+03
   386    0.17693E+04    0.21044E+02    0.26636E+02    0.10655E+07    0.45617E+03
   387    0.17591E+04    0.21077E+02    0.24719E+02    0.10618E+07    0.45303E+03
   388    0.17494E+04    0.21106E+02    0.22799E+02    0.10579E+07    0.44724E+03
   389    0.17400E+04    0.21132E+02    0.20881E+02    0.10542E+07    0.44100E+03
   390    0.17311E+04    0.21154E+02    0.18963E+02    0.10505E+07    0.43726E+03
   391    0.17226E+04    0.21172E+02    0.17048E+02    0.10467E+07    0.43444E+03
   392    0.17146E+04    0.21186E+02    0.15134E+02    0.10431E+07    0.42931E+03
   393    0.17069E+04    0.21196E+02    0.13222E+02    0.10393E+07    0.42271E+03
   394    0.16997E+04    0.21202E+02    0.11316E+02    0.10357E+07    0.41813E+03
   395    0.16929E+04    0.21205E+02    0.94138E+01    0.10320E+07    0.41543E+03
   396    0.16865E+04    0.21203E+02    0.75173E+01    0.10284E+07    0.41127E+03
   397    0.16806E+04    0.21197E+02    0.56257E+01    0.10247E+07    0.40526E+03
   398    0.16750E+04    0.21188E+02    0.37422E+01    0.10211E+07    0.40053E+03
   399    0.16699E+04    0.21175E+02    0.18666E+01    0.10176E+07    0.39804E+03
   400    0.16652E+04    0.21158E+02   -0.86164E-03    0.10140E+07    0.39478E+03
   401    0.16609E+04    0.21137E+02   -0.18589E+01    0.10105E+07    0.38939E+03
   402    0.16570E+04    0.21112E+02   -0.37078E+01    0.10069E+07    0.38446E+03
   403    0.16535E+04    0.21083E+02   -0.55453E+01    0.10034E+07    0.38186E+03
   404    0.16503E+04    0.21050E+02   -0.73715E+01    0.99990E+06    0.37911E+03
   405    0.16476E+04    0.21014E+02   -0.91852E+01    0.99643E+06    0.37390E+03
   406    0.16453E+04    0.20974E+02   -0.10986E+02    0.99298E+06    0.36837E+03
   407    0.16433E+04    0.20929E+02   -0.12774E+02    0.98949E+06    0.36524E+03
   408    0.16417E+04    0.20881E+02   -0.14548E+02    0.98604E+06    0.36303E+03
   409    0.16405E+04    0.20830E+02   -0.16306E+02    0.98264E+06    0.35852E+03
   410    0.16397E+04    0.20774E+02   -0.18048E+02    0.97925E+06    0.35272E+03
   411    0.16393E+04    0.20715E+02   -0.19775E+02    0.97580E+06    0.34900E+03
   412    0.16392E+04    0.20652E+02   -0.21484E+02    0.97244E+06    0.34733E+03
   413    0.16394E+04    0.20586E+02   -0.23176E+02    0.96909E+06    0.34414E+03
   414    0.16401E+04    0.20515E+02   -0.24849E+02    0.96577E+06    0.33887E+03
   415    0.16410E+04    0.20442E+02   -0.26503E+02    0.96244E+06    0.33474E+03
   416    0.16424E+04    0.20364E+02   -0.28137E+02    0.95909E+06    0.33298E+03
   417    0.16440E+04    0.20283E+02   -0.29752E+02    0.95580E+06    0.33068E+03
   418    0.16460E+04    0.20199E+02   -0.31345E+02    0.95252E+06    0.32603E+03
   419    0.16483E+04    0.20111E+02   -0.32916E+02    0.94926E+06    0.32148E+03
   420    0.16510E+04    0.20019E+02   -0.34466E+02    0.94597E+06    0.31917E+03
   421    0.16539E+04    0.19925E+02   -0.35993E+02    0.94275E+06    0.31709E+03
   422    0.16572E+04    0.19827E+02   -0.37497E+02    0.93952E+06    0.31272E+03
   423    0.16608E+04    0.19725E+02   -0.38976E+02    0.93632E+06    0.30776E+03
   424    0.16647E+04    0.19621E+02   -0.40432E+02    0.93315E+06    0.30499E+03
   425    0.16689E+04    0.19513E+02   -0.41862E+02    0.92993E+06    0.30333E+03
   426    0.16734E+04    0.19402E+02   -0.43267E+02    0.92675E+06    0.29964E+03
   427    0.16781E+04    0.19288E+02   -0.44646E+02    0.92361E+06    0.29457E+03
   428    0.16832E+04    0.19171E+02   -0.45998E+02    0.92049E+06    0.29147E+03
   429    0.16885E+04    0.19051E+02   -0.47323E+02    0.91732E+06    0.29041E+03
   430    0.16941E+04    0.18928E+02   -0.48621E+02    0.91422E+06    0.28796E+03
   431    0.16999E+04    0.18802E+02   -0.49891E+02    0.91113E+06    0.28326E+03
   432    0.17060E+04    0.18674E+02   -0.51133E+02    0.90807E+06    0.27947E+03
   433    0.17123E+04    0.18543E+02   -0.52346E+02    0.90500E+06    0.27825E+03
   434    0.17189E+04    0.18409E+02   -0.53529E+02    0.90190E+06    0.27673E+03
   435    0.17257E+04    0.18272E+02   -0.54682E+02    0.89887E+06    0.27267E+03
   436    0.17328E+04    0.18133E+02   -0.55806E+02    0.89584E+06    0.26823E+03
   437    0.17401E+04    0.17992E+02   -0.56899E+02    0.89284E+06    0.26623E+03
   438    0.17475E+04    0.17848E+02   -0.57961E+02    0.88981E+06    0.26491E+03
   439    0.17552E+04    0.17702E+02   -0.58993E+02    0.88683E+06    0.26143E+03
   440    0.17631E+04    0.17553E+02   -0.59992E+02    0.88385E+06    0.25690E+03
   441    0.17712E+04    0.17403E+02   -0.60960E+02    0.88090E+06    0.25438E+03
   442    0.17795E+04    0.17250E+02   -0.61896E+02    0.87797E+06    0.25336E+03
   443    0.17879E+04    0.17095E+02   -0.62799E+02    0.87500E+06    0.25069E+03
   444    0.17966E+04    0.16939E+02   -0.63670E+02    0.87207E+06    0.24634E+03
   445    0.18054E+04    0.16781E+02   -0.64507E+02    0.86917E+06    0.24357E+03
   446    0.18143E+04    0.16621E+02   -0.65312E+02    0.86629E+06    0.24300E+03
   447    0.18234E+04    0.16459E+02   -0.66083E+02    0.86341E+06    0.24139E+03
   448    0.18327E+04    0.16295E+02   -0.66819E+02    0.86050E+06    0.23732E+03
   449    0.18421E+04    0.16130E+02   -0.67523E+02    0.85765E+06    0.23378E+03
   450    0.18516E+04    0.15964E+02   -0.68193E+02    0.85482E+06    0.23289E+03
   451    0.18613E+04    0.15796E+02   -0.68828E+02    0.85198E+06    0.23215E+03
   452    0.18710E+04    0.15627E+02   -0.69428E+02    0.84912E+06    0.22872E+03
   453    0.18809E+04    0.15457E+02   -0.69994E+02    0.84633E+06    0.22450E+03
   454    0.18909E+04    0.15286E+02   -0.70526E+02    0.84354E+06    0.22269E+03
   455    0.19010E+04    0.15114E+02   -0.71024E+02    0.84075E+06    0.22222E+03
   456    0.19112E+04    0.14941E+02   -0.71486E+02    0.83799E+06    0.21979E+03
   457    0.19214E+04    0.14767E+02   -0.71913E+02    0.83520E+06    0.21573E+03
   458    0.19318E+04    0.14593E+02   -0.72305E+02    0.83245E+06    0.21336E+03
   459    0.19422E+04    0.14417E+02   -0.72663E+02    0.82972E+06    0.21301E+03
   460    0.19527E+04    0.14242E+02   -0.72986E+02    0.82701E+06    0.21146E+03
   461    0.19632E+04    0.14066E+02   -0.73273E+02    0.82427E+06    0.20783E+03
   462    0.19738E+04    0.13889E+02   -0.73526E+02    0.82156E+06    0.20517E+03
   463    0.19844E+04    0.13713E+02   -0.73744E+02    0.81888E+06    0.20496E+03
   464    0.19950E+04    0.13536E+02   -0.73928E+02    0.81621E+06    0.20425E+03
   465    0.20057E+04    0.13360E+02   -0.74076E+02    0.81355E+06    0.20095E+03
   466    0.20164E+04    0.13183E+02   -0.74189E+02    0.81086E+06    0.19752E+03
   467    0.20272E+04    0.13006E+02   -0.74268E+02    0.80822E+06    0.19675E+03
   468    0.20379E+04    0.12830E+02   -0.74313E+02    0.80561E+06    0.19675E+03
   469    0.20486E+04    0.12654E+02   -0.74323E+02    0.80298E+06    0.19414E+03
   470    0.20593E+04    0.12479E+02   -0.74298E+02    0.80034E+06    0.19014E+03
   471    0.20701E+04    0.12304E+02   -0.74240E+02    0.79775E+06    0.18831E+03
   472    0.20808E+04    0.12130E+02   -0.74149E+02    0.79518E+06    0.18844E+03
   473    0.20915E+04    0.11956E+02   -0.74024E+02    0.79260E+06    0.18699E+03
   474    0.21021E+04    0.11784E+02   -0.73865E+02    0.79005E+06    0.18337E+03
   475    0.21127E+04    0.11612E+02   -0.73672E+02    0.78746E+06    0.18090E+03
   476    0.21233E+04    0.11441E+02   -0.73446E+02    0.78492E+06    0.18088E+03
   477    0.21338E+04    0.11272E+02   -0.73189E+02    0.78239E+06    0.18030E+03
   478    0.21443E+04    0.11104E+02   -0.72899E+02    0.77989E+06    0.17730E+03
   479    0.21547E+04    0.10937E+02   -0.72575E+02    0.77735E+06    0.17455E+03
   480    0.21651E+04    0.10771E+02   -0.72221E+02    0.77484E+06    0.17436E+03
   481    0.21753E+04    0.10608E+02   -0.71835E+02    0.77236E+06    0.17441E+03
   482    0.21855E+04    0.10445E+02   -0.71418E+02    0.76990E+06    0.17190E+03
   483    0.21956E+04    0.10285E+02   -0.70971E+02    0.76745E+06    0.16846E+03
   484    0.22057E+04    0.10126E+02   -0.70491E+02    0.76494E+06    0.16751E+03
   485    0.22156E+04    0.99694E+01   -0.69983E+02    0.76250E+06    0.16805E+03
   486    0.22254E+04    0.98147E+01   -0.69445E+02    0.76008E+06    0.16646E+03
   487    0.22351E+04    0.96622E+01   -0.68878E+02    0.75765E+06    0.16272E+03
   488    0.22448E+04    0.95116E+01   -0.68280E+02    0.75521E+06    0.16065E+03
   489    0.22543E+04    0.93636E+01   -0.67655E+02    0.75281E+06    0.16111E+03
   490    0.22636E+04    0.92179E+01   -0.67002E+02    0.75043E+06    0.16074E+03
   491    0.22729E+04    0.90747E+01   -0.66322E+02    0.74804E+06    0.15774E+03
   492    0.22820E+04    0.89341E+01   -0.65615E+02    0.74568E+06    0.15519E+03
   493    0.22910E+04    0.87960E+01   -0.64879E+02    0.74329E+06    0.15524E+03
   494    0.22999E+04    0.86608E+01   -0.64119E+02    0.74094E+06    0.15560E+03
   495    0.23086E+04    0.85284E+01   -0.63333E+02    0.73860E+06    0.15344E+03
   496    0.23171E+04    0.83990E+01   -0.62522E+02    0.73627E+06    0.15062E+03
   497    0.23255E+04    0.82724E+01   -0.61685E+02    0.73392E+06    0.15022E+03
   498    0.23338E+04    0.81491E+01   -0.60826E+02    0.73160E+06    0.15095E+03
   499    0.23419E+04    0.80289E+01   -0.59943E+02    0.72931E+06    0.14941E+03
   500    0.23498E+04    0.79120E+01   -0.59037E+02    0.72702E+06    0.14608E+03
   501    0.23576E+04    0.77984E+01   -0.58109E+02    0.72476E+06    0.14471E+03
   502    0.23651E+04    0.76882E+01   -0.57157E+02    0.72244E+06    0.14569E+03
   503    0.23725E+04    0.75815E+01   -0.56186E+02    0.72018E+06    0.14529E+03
   504    0.23798E+04    0.74784E+01   -0.55194E+02    0.71793E+06    0.14224E+03
   505    0.23868E+04    0.73790E+01   -0.54182E+02    0.71570E+06    0.13987E+03
   506    0.23937E+04    0.72831E+01   -0.53150E+02    0.71342E+06    0.14044E+03
   507    0.24003E+04    0.71912E+01   -0.52100E+02    0.71120E+06    0.14112E+03
   508    0.24068E+04    0.71031E+01   -0.51032E+02    0.70900E+06    0.13918E+03
   509    0.24131E+04    0.70190E+01   -0.49947E+02    0.70678E+06    0.13654E+03
   510    0.24192E+04    0.69388E+01   -0.48845E+02    0.70460E+06    0.13644E+03
   511    0.24250E+04    0.68627E+01   -0.47725E+02    0.70238E+06    0.13745E+03
   512    0.24307E+04    0.67907E+01   -0.46591E+02    0.70021E+06    0.13629E+03
   513    0.24362E+04    0.67229E+01   -0.45443E+02    0.69803E+06    0.13344E+03
   514    0.24414E+04    0.66594E+01   -0.44280E+02    0.69588E+06    0.13259E+03
   515    0.24465E+04    0.66001E+01   -0.43103E+02    0.69370E+06    0.13372E+03
   516    0.24513E+04    0.65452E+01   -0.41915E+02    0.69157E+06    0.13332E+03
   517    0.24559E+04    0.64948E+01   -0.40714E+02    0.68943E+06    0.13038E+03
   518    0.24604E+04    0.64488E+01   -0.39502E+02    0.68731E+06    0.12846E+03
   519    0.24645E+04    0.64073E+01   -0.38279E+02    0.68521E+06    0.12944E+03
   520    0.24685E+04    0.63704E+01   -0.37046E+02    0.68306E+06    0.13025E+03
   521    0.24722E+04    0.63381E+01   -0.35804E+02    0.68097E+06    0.12823E+03
   522    0.24758E+04    0.63105E+01   -0.34554E+02    0.67889E+06    0.12564E+03
   523    0.24791E+04    0.62876E+01   -0.33296E+02    0.67682E+06    0.12583E+03
   524    0.24821E+04    0.62694E+01   -0.32031E+02    0.67471E+06    0.12719E+03
   525    0.24850E+04    0.62560E+01   -0.30760E+02    0.67265E+06    0.12638E+03
   526    0.24876E+04    0.62474E+01   -0.29483E+02    0.67061E+06    0.12384E+03
   527    0.24900E+04    0.62437E+01   -0.28202E+02    0.66857E+06    0.12321E+03
   528    0.24922E+04    0.62449E+01   -0.26916E+02    0.66653E+06    0.12455E+03
   529    0.24941E+04    0.62509E+01   -0.25626E+02    0.66447E+06    0.12437E+03
   530    0.24958E+04    0.62620E+01   -0.24335E+02    0.66246E+06    0.12187E+03
   531    0.24973E+04    0.62780E+01   -0.23042E+02    0.66045E+06    0.12034E+03
   532    0.24985E+04    0.62990E+01   -0.21747E+02    0.65845E+06    0.12153E+03
   533    0.24995E+04    0.63249E+01   -0.20452E+02    0.65643E+06    0.12231E+03
   534    0.25003E+04    0.63560E+01   -0.19158E+02    0.65445E+06    0.12031E+03
   535    0.25009E+04    0.63920E+01   -0.17864E+02    0.65247E+06    0.11790E+03
   536    0.25012E+04    0.64332E+01   -0.16573E+02    0.65051E+06    0.11831E+03
   537    0.25013E+04    0.64794E+01   -0.15284E+02    0.64856E+06    0.11998E+03
   538    0.25011E+04    0.65307E+01   -0.13998E+02    0.64658E+06    0.11927E+03
   539    0.25008E+04    0.65871E+01   -0.12717E+02    0.64463E+06    0.11688E+03
   540    0.25002E+04    0.66486E+01   -0.11440E+02    0.64270E+06    0.11629E+03
   541    0.24994E+04    0.67152E+01   -0.10169E+02    0.64078E+06    0.11782E+03
   542    0.24983E+04    0.67868E+01   -0.89035E+01    0.63882E+06    0.11804E+03
   543    0.24971E+04    0.68636E+01   -0.76455E+01    0.63691E+06    0.11596E+03
   544    0.24956E+04    0.69455E+01   -0.63949E+01    0.63502E+06    0.11472E+03
   545    0.24939E+04    0.70324E+01   -0.51529E+01    0.63313E+06    0.11594E+03
   546    0.24920E+04    0.71244E+01   -0.39199E+01    0.63121E+06    0.11687E+03
   547    0.24898E+04    0.72215E+01   -0.26965E+01    0.62933E+06    0.11506E+03
   548    0.24875E+04    0.73237E+01   -0.14838E+01    0.62747E+06    0.11296E+03
   549    0.24849E+04    0.74308E+01   -0.28230E+00    0.62561E+06    0.11353E+03
   550    0.24821E+04    0.75430E+01    0.90776E+00    0.62375E+06    0.11528E+03
